CUSTID,GENDER,AGE,TV_REG,NGROUP,LCDATE,BILL,REGION,CLASS,ORGYN,AFFL,LTIME,OAC,S_MT,S_FVEG,S_TOIL,S_CONV
4187601,F,51,N West,D,09/02/1994,0,North,Tin,1,10,5,1,20.34,47.55,30.12,9.82
4187776,,74,East,B,25/06/1986,10000,Midlands,Gold,0,13,12,1,22.55,17.21,5.9,15.3
4188462,M,63,London,B,14/07/1987,4700,South East,Silver,0,16,11,8,19.99,24.33,18.58,7.63
4189841,U,,N East,F,22/09/1993,0,North,Tin,0,,5,6,10.52,6.25,27.1,4.2
4190335,,61,Ulster,,29/09/1994,0,Midlands,Tin,0,8,4,3,9.22,28.23,6.6,11.98
4192354,,53,N East,E,12/07/1990,0,North,Tin,0,6,8,1,26.99,38.93,11.71,11.91
4192877,M,66,Midlands,E,26/05/1990,0,Midlands,Tin,0,8,8,8,42.27,46.93,29.4,8.47
4193717,F,46,Yorkshire,F,21/12/1993,0,North,Tin,0,6,5,6,29.29,37.96,25.37,10.24
4195841,M,35,London,D,01/06/1990,0,South East,Tin,0,6,8,2,8.25,52.3,21.23,5.11
4197720,M,69,Midlands,D,17/06/1993,10000,Midlands,Gold,0,6,5,3,16.03,29.3,26.39,5.89
4199219,F,51,London,D,23/05/1994,17218,South East,Gold,0,7,4,5,19.81,38.76,17.81,15.75
4200411,M,69,N East,B,01/06/1995,6000,North,Gold,0,7,3,4,33.61,22.95,2.81,1.76
4200810,M,34,London,B,03/12/1993,0,South East,Tin,0,7,5,1,10.38,12.5,11.41,6.92
4204433,F,35,N West,F,19/01/1994,0,North,Tin,0,9,5,2,32.02,32.56,28.91,13.62
4205111,M,40,Yorkshire,F,25/01/1995,1500,North,Silver,0,4,4,8,14.8,55.71,13.79,7.5
4205286,M,41,Yorkshire,D,11/02/1994,0,North,Tin,0,13,5,3,25.61,19.43,10.2,4.47
4207432,F,76,East,D,15/02/1982,0,Midlands,Tin,0,9,17,6,18.69,27.7,12.04,13.53
4207858,F,47,S & S East,D,01/02/1990,0,South East,Tin,0,4,9,3,20.71,16.45,22.82,8.41
4208161,M,65,N East,A,21/12/1994,20000,North,Gold,0,9,4,3,25.21,29.9,32.37,11.25
4208803,F,,C Scotland,E,12/12/1994,5897,Scottish,Gold,0,6,4,1,22.7,33.98,17.34,9.5
4209206,F,60,London,C,07/10/1991,6053,South East,Gold,1,5,7,2,40.25,29.18,32.67,9.72
4209990,F,47,London,F,01/10/1990,0,South East,Tin,1,23,8,6,22.27,37.68,20.68,10.33
4211103,F,30,London,E,22/12/1993,0,South East,Tin,0,8,5,1,27.41,21.87,24.83,12.76
4211928,F,73,Midlands,B,15/05/1991,100,Midlands,Silver,1,13,7,3,24.22,18.92,22.47,14.51
4212258,M,,East,F,27/01/1994,0,Midlands,Tin,1,15,5,8,9.04,34.49,28.63,5.47
4212584,,54,S & S East,C,01/03/1990,0,South East,Tin,0,8,8,5,17.45,19.54,12.55,11.97
4212703,F,32,Midlands,C,17/09/1993,0,Midlands,Tin,1,14,5,8,30.19,33.87,21.21,11.12
4222288,,,London,D,24/06/1993,5496,South East,Gold,0,6,5,,15.17,19.1,22.18,13.39
4225953,F,56,Midlands,C,10/11/1994,30000,Midlands,Platinum,0,,4,4,14.94,30.96,5.81,13.77
4229479,M,53,S & S East,D,09/06/1992,12107,South East,Gold,0,7,6,2,10.9,48.19,6.48,3.97
4237242,F,56,London,B,19/11/1997,10000,South East,Gold,1,8,1,8,30.11,31.63,16.99,11.16
4238818,F,46,London,A,14/03/1991,12141,South East,Gold,0,8,7,4,25.31,28.87,18.68,12.4
4239520,F,55,London,D,12/02/1994,1230,South East,Silver,0,15,5,2,22.49,17.15,24.8,10.02
4240715,F,53,London,B,26/02/1973,3000,South East,Silver,0,8,26,4,31.84,46.79,22.76,9.92
4243544,F,70,Midlands,C,12/04/1989,6105,Midlands,Gold,0,9,9,6,17.73,32.27,13.97,11.41
4243943,F,65,London,B,26/08/1993,2000,South East,Silver,1,4,5,5,27.71,22.84,26.69,12.8
4244508,M,77,S & S East,F,24/03/1990,500,South East,Silver,1,13,8,3,24.37,28.36,15.71,7.01
4252780,F,51,Wales & West,B,04/04/1996,6000,Midlands,Gold,0,13,2,4,26.92,23.83,19.13,14.33
4253752,F,46,N West,F,18/11/1993,0,North,Tin,0,9,5,4,28.66,33.64,18.38,10.08
4257898,,36,N West,C,11/12/1991,500,North,Silver,0,7,7,4,17.52,20.58,18.34,9.91
4261410,M,48,S & S East,C,15/12/1993,0,South East,Tin,0,11,5,4,31.66,25.99,25.09,7.44
4261984,M,53,S & S East,D,14/03/1995,6000,South East,Gold,0,11,3,5,24.59,27.56,32.25,6.78
4269195,,,London,E,01/03/1991,0,South East,Tin,0,12,7,,28.04,25.09,11.14,10.9
4269594,U,,London,D,17/07/1989,0,South East,Tin,0,7,9,6,18.57,4.91,18.93,12.76
4270320,U,51,,D,15/06/1990,610,,Silver,1,8,8,5,11.36,7.64,22.58,10.68
4270940,F,33,Midlands,F,31/10/1994,0,Midlands,Tin,1,10,4,8,21.6,34.96,36.76,11.52
4271785,F,,S & S East,E,01/04/1992,6108,South East,Gold,0,4,6,6,30.08,38.06,8.72,13.16
4274601,F,78,London,E,08/02/1991,3000,South East,Silver,0,8,8,1,20.11,28.3,9.46,10.34
4275780,F,49,Wales & West,D,23/06/1995,20024,Midlands,Platinum,0,9,3,6,24.23,27.99,20.67,13.23
4276337,,40,East,D,04/07/1996,50,Midlands,Silver,1,7,2,8,23.79,27.04,1,13.51
4276507,F,55,Yorkshire,E,01/10/1991,0,North,Tin,0,14,7,5,26.93,28.95,9.74,12.63
4276728,F,42,London,A,02/04/1991,3053,South East,Silver,0,,7,6,22.65,38.98,3.85,10.1
4278771,M,64,Wales & West,C,10/07/1996,6000,Midlands,Gold,0,13,2,8,8.68,44.18,1.33,7.14
4279824,F,76,S & S East,A,31/07/1984,3000,South East,Silver,0,8,14,8,14.26,37.26,26.53,14.44
4280377,F,45,London,F,01/01/1990,0,South East,Tin,0,8,9,5,29.11,33.62,13.64,11.6
4280628,F,31,London,B,07/08/1991,10,South East,Silver,1,10,7,2,18.13,22.63,20.68,13.13
4282752,F,52,N East,B,30/06/1988,1200,North,Silver,0,6,10,6,29.38,18.15,21.87,10.49
4283201,F,61,Wales & West,C,23/02/1994,1500,Midlands,Silver,1,10,5,1,26.25,39.42,13.05,12.31
4284674,,76,N East,A,25/03/1996,6000,North,Gold,0,11,2,8,39.87,31.79,9.35,10.68
4286332,U,,East,D,18/01/1991,36107,Midlands,Platinum,0,3,8,6,13.02,22.48,28.09,9.87
4288424,F,53,London,C,02/11/1992,12108,South East,Gold,0,10,6,3,18.05,23.96,12.39,12.99
4290844,M,56,S & S East,C,01/06/1990,0,South East,Tin,0,5,8,6,34,23.52,30.8,7.32
4296621,,25,S West,E,04/12/1993,0,South West,Tin,0,5,5,1,19.4,39.93,14.67,14.79
4296958,M,49,Yorkshire,F,16/03/1993,6053,North,Gold,0,8,5,2,12.44,52.04,21.74,7.73
4304829,F,,Midlands,F,26/08/1993,7600,Midlands,Gold,1,9,5,1,31.01,30.96,14.17,10.76
4307577,U,,Midlands,D,01/01/1900,1200,Midlands,Silver,0,7,0,2,19.87,18.35,18.26,19.78
4308247,F,33,London,E,25/07/1994,600,South East,Silver,1,10,4,4,28.35,26.15,19.67,12.14
4310012,F,43,Midlands,B,09/03/1994,4036,Midlands,Silver,1,10,4,6,22.73,31.65,25.23,14.2
4310306,,52,London,C,11/06/1987,1500,South East,Silver,0,6,11,5,32.69,34.91,2.11,8.01
4312368,U,63,S West,F,01/06/1990,0,South West,Tin,0,7,8,8,15.57,16.52,30.93,12.08
4314239,M,41,London,C,08/06/1993,6000,South East,Gold,0,10,5,1,18.87,42.76,23.5,5.63
4315316,F,,London,F,,0,South East,Tin,0,6,,8,21.18,35.48,16.01,10.34
4317262,F,30,Midlands,F,12/01/1994,0,Midlands,Tin,0,6,5,7,20.97,27.34,28.92,13.45
4318641,F,76,Wales & West,E,20/03/1995,8053,Midlands,Gold,0,9,3,6,14.82,23.69,22.9,12.44
4319370,M,76,Midlands,A,17/03/1995,18000,Midlands,Gold,0,7,3,7,5.41,5.47,26.08,5.54
4324994,M,46,London,E,18/02/1994,1000,South East,Silver,0,4,5,1,36.4,42.56,13.17,8.34
4329643,F,41,London,C,21/10/1994,0,South East,Tin,1,7,4,6,24.84,39.33,28.92,12.06
4330757,F,41,London,C,19/01/1994,0,South East,Tin,0,5,5,8,25.68,32.23,29.14,14.64
4341139,F,71,London,C,14/01/1991,9000,South East,Gold,1,5,8,5,32.58,25.31,20.76,10.74
4347218,F,60,Midlands,D,,6000,Midlands,Gold,0,10,,8,18.88,43.82,22.06,12.61
4347501,F,50,London,B,18/10/1995,9000,South East,Gold,0,10,3,3,22.13,18.55,20.7,9.48
4349121,F,35,C Scotland,B,17/12/1993,0,Scottish,Tin,1,10,5,1,29.12,35.36,37.62,12.45
4350251,F,54,N West,E,03/01/1997,6000,North,Gold,0,3,2,1,18.35,27.27,7.95,13.69
4350839,F,68,East,D,28/01/1991,3000,Midlands,Silver,1,16,8,8,15.39,24.66,15.6,12.73
4350952,M,76,London,B,01/10/1991,0,South East,Tin,0,3,7,5,44.1,27.72,16.08,3.31
4351517,,50,N West,D,25/09/1993,0,North,Tin,0,16,5,7,15.58,31.28,19.11,11
4352831,F,53,S & S East,B,18/01/1991,7410,South East,Gold,0,6,8,1,33,23.41,20.09,10.72
4354788,M,45,Midlands,F,06/11/1989,0,Midlands,Tin,0,10,9,5,21.75,25.75,8.46,9.27
4354982,F,72,London,B,27/03/1990,10938,South East,Gold,0,9,8,4,21.57,29.5,14.48,11.74
4356578,M,58,London,A,,6035,South East,Gold,0,5,,5,47.77,42.35,25.25,8.34
4362977,F,70,East,D,14/10/1994,3000,Midlands,Silver,0,4,4,6,40.34,27.98,10.85,12.14
4364481,,45,S West,A,25/07/1997,100,South West,Silver,0,8,1,3,10.82,22.9,19.4,12.32
4368606,U,53,S & S East,B,14/12/1993,0,South East,Tin,0,6,5,8,15.75,1.97,17.21,10.42
4370287,F,52,London,F,31/05/1997,100,South East,Silver,0,9,1,4,34.75,42.12,21.03,9.16
4371151,,65,S & S East,E,29/10/1987,50,South East,Silver,0,13,11,5,23.11,33.89,32.25,8.06
4371585,F,61,London,A,23/09/1992,6053,South East,Gold,1,6,6,2,29.98,39.09,7.82,13.55
4377672,F,64,Midlands,F,26/02/1994,2000,Midlands,Silver,1,,4,7,29.66,32.18,27.6,8.31
4380533,M,50,N Scot,C,09/02/1994,0,Scottish,Tin,0,6,5,1,22.56,45,7.38,9.06
4380614,M,67,S & S East,D,09/11/1995,5727,South East,Gold,0,8,3,6,37.58,45.8,29.52,2.65
4381564,U,44,Wales & West,D,01/07/1997,1000,Midlands,Silver,0,9,1,6,5.5,1.8,23.18,1.55
4387392,F,47,Wales & West,B,01/07/1990,0,Midlands,Tin,0,,8,8,19.53,31.53,10.35,11.67
4388690,F,,S & S East,B,06/04/1992,6108,South East,Gold,1,5,6,5,29.34,34.13,14.96,10.9
4389018,M,50,Yorkshire,E,06/09/1995,20436,North,Platinum,0,5,3,4,28.7,35.36,27.96,4.09
4395336,M,48,S & S East,C,30/10/1997,8000,South East,Gold,0,8,1,4,35.66,32.91,13.41,8.05
4395808,F,53,N West,A,11/01/1991,3000,North,Silver,1,,8,2,37.08,29.41,34.12,11.6
4396251,M,,,B,20/03/1997,6000,,Gold,0,7,1,1,13.63,40.9,21.61,9.76
4397185,F,51,East,C,02/01/1991,8800,Midlands,Gold,1,12,8,4,22.24,28.89,23.93,11.86
4399846,F,30,N West,F,15/03/1993,700,North,Silver,1,4,5,8,26.82,22.95,11.61,8.04
4400194,M,50,East,E,11/02/1994,0,Midlands,Tin,0,,5,3,28.08,37.03,37.05,7.5
4400526,F,68,N East,C,24/03/1994,6315,North,Gold,0,7,4,5,25.12,25.11,27.69,9.49
4401425,F,29,London,C,21/09/1993,0,South East,Tin,1,9,5,6,30.68,30.55,23.85,11.41
4402227,F,64,N East,B,08/02/1986,1000,North,Silver,1,16,13,7,38.22,27.39,17.36,16.09
4402413,,,Midlands,B,30/04/1986,10954,Midlands,Gold,0,5,12,,15.53,27.74,22.05,13.1
4403568,F,55,S & S East,D,31/12/1987,6000,South East,Gold,0,12,11,6,21.73,30.34,16.22,14.32
4406621,U,48,London,D,28/06/1988,300,South East,Silver,0,10,10,7,45.67,2.41,25.54,15.45
4407873,F,63,N West,B,20/10/1994,0,North,Tin,0,4,4,1,32.23,31.14,1.91,10.05
4412214,U,63,London,A,01/03/1986,2872,South East,Silver,0,,12,2,20.81,3.25,12.64,7.96
4412508,F,,N East,C,28/03/1996,6000,North,Gold,0,8,2,6,30.27,28.63,18.5,11.99
4412966,M,61,London,A,01/05/1986,3600,South East,Silver,0,9,12,7,20.14,52.63,42.95,3.31
4419421,,54,London,C,19/11/1993,1200,South East,Silver,0,7,5,3,17.86,35.87,0.87,13.48
4421825,F,65,N West,B,10/01/1967,5000,North,Silver,0,8,32,1,28.23,24.78,23.51,7.8
4423364,M,57,S & S East,D,20/06/1988,600,South East,Silver,0,7,10,8,17.18,10.77,29.22,5.38
4423976,M,66,C Scotland,C,21/02/1994,0,Scottish,Tin,0,5,5,5,20.26,28.45,21.38,7.77
4425014,F,61,Ulster,,20/03/1991,16053,Midlands,Gold,0,,7,2,18.82,23.43,9.52,9.92
4425812,U,60,London,C,19/07/1991,81,South East,Silver,0,8,7,1,48.95,12.35,0.2,17.4
4427033,,72,Yorkshire,D,06/09/1988,3000,North,Silver,0,6,10,4,26.25,45.48,16.98,8.76
4433912,F,63,London,F,22/09/1993,0,South East,Tin,0,6,5,7,21.31,25.55,14.88,10.38
4435699,M,71,Wales & West,B,16/02/1993,3000,Midlands,Silver,0,7,6,7,27.1,27.07,9.62,3.97
4441699,,59,S & S East,F,30/08/1995,4000,South East,Silver,0,10,3,2,20.95,17.8,24.41,10.3
4443039,,72,London,E,29/03/1996,6000,South East,Gold,0,4,2,4,32.61,34.17,23.48,15.48
4443861,,61,Border,D,01/09/1993,3200,Scottish,Silver,0,6,5,7,34.71,27.4,10.58,9.76
4445384,M,31,London,E,01/10/1996,2021,South East,Silver,1,10,2,6,23.1,38.06,30.9,6.22
4445473,,54,N West,D,21/01/1991,10000,North,Gold,0,8,8,6,15.46,25.79,7.62,13.08
4448944,F,50,London,C,01/07/1997,1100,South East,Silver,0,10,1,4,33.7,23.82,17.7,11.12
4449274,F,68,S West,E,14/09/1995,9000,South West,Gold,0,5,3,6,12.11,35.15,20.19,11.69
4451651,F,,East,B,12/06/1997,6545,Midlands,Gold,0,,1,8,20.88,28.28,12.22,11.18
4451880,F,79,Midlands,C,01/03/1994,6053,Midlands,Gold,1,10,4,4,25.85,35.54,10.72,9.8
4453077,F,66,Wales & West,F,11/08/1993,6000,Midlands,Gold,0,7,5,6,21.22,25.56,21.12,11.67
4456904,M,56,Wales & West,F,13/05/1994,0,Midlands,Tin,0,7,4,6,21.77,37.43,23.59,6.26
4457315,M,39,Midlands,F,15/09/1995,19411,Midlands,Gold,1,6,3,5,32.73,30.71,27.76,5.33
4457560,F,51,N Scot,F,17/05/1994,7000,Scottish,Gold,1,5,4,4,29.31,27.18,20.94,11.75
4460626,M,70,Wales & West,D,03/04/1990,18500,Midlands,Gold,0,7,8,1,23.48,35.98,20.79,9.67
4461622,F,68,Yorkshire,B,20/05/1996,6000,North,Gold,0,8,2,4,28.31,25.3,18.98,11.8
4463161,F,60,Midlands,F,16/04/1997,6000,Midlands,Gold,1,15,1,1,34.17,25.58,32.33,12.94
4464508,F,39,London,E,,5000,South East,Silver,0,16,,1,22.38,30.42,12.09,12.69
4464885,F,79,London,B,28/03/1996,2000,South East,Silver,0,6,2,4,20.29,22.83,15.87,15.53
4465075,F,68,N West,E,01/05/1991,100,North,Silver,0,12,7,3,21.37,22.21,18.99,9.02
4465695,U,67,N West,D,23/11/1994,20000,North,Gold,0,3,4,4,4.75,0.05,19.36,1.13
4465865,M,70,East,C,17/06/1996,1000,Midlands,Silver,0,3,2,2,24.41,33.35,28.04,7.08
4466411,F,62,East,B,26/08/1993,2044,Midlands,Silver,1,9,5,1,29.45,34.05,13.36,13.8
4469127,M,42,London,C,01/06/1990,0,South East,Tin,1,9,8,2,23.47,49.75,23.33,6.8
4469569,M,59,East,F,01/06/1990,0,Midlands,Tin,0,6,8,6,21.97,40.24,22.63,8.75
4469844,F,31,London,A,05/08/1997,10500,South East,Gold,1,9,1,2,30.7,27.27,23.14,12.68
4480511,F,57,Midlands,B,09/06/1988,0,Midlands,Tin,0,8,10,2,32.43,23.08,5.53,14.69
4485416,F,53,S & S East,D,26/10/1992,2133,South East,Silver,0,5,6,2,28.16,31.56,19.6,12.3
4485947,,63,N West,F,01/02/1990,13720,North,Gold,0,8,9,7,24.65,17.38,23.65,11.89
4491874,F,65,Yorkshire,A,28/02/1992,6000,North,Gold,0,10,6,7,17.61,26.15,31.96,8.07
4494962,F,62,London,D,24/07/1995,9162,South East,Gold,0,,3,4,18.46,26.08,21.49,11.15
4497538,,75,London,C,15/02/1982,0,South East,Tin,0,8,17,1,17.81,27.41,22.14,16.51
4503384,M,58,S & S East,D,19/03/1996,6100,South East,Gold,1,7,2,8,18.81,27.96,23.02,3.99
4508610,F,58,C Scotland,C,10/07/1997,100,Scottish,Silver,1,10,1,5,11.21,37.43,32.59,9.45
4511387,F,30,East,D,04/03/1991,0,Midlands,Tin,0,14,7,4,31.41,36.11,13.44,9.89
4516478,M,79,Wales & West,C,28/09/1994,6000,Midlands,Gold,0,12,4,8,33.65,35.96,3.79,4.51
4517490,F,,Midlands,C,10/03/1995,15000,Midlands,Gold,0,9,3,6,28.3,24.74,22.34,11.68
4518373,F,52,London,B,03/04/1996,10000,South East,Gold,0,10,2,5,16.72,29.15,18.58,9.42
4518772,,,S & S East,E,09/06/1995,9000,South East,Gold,0,12,3,,24.59,29.6,18.3,13.53
4518926,F,69,London,F,27/01/1994,9000,South East,Gold,0,6,5,5,14,25.45,29.74,12.51
4522516,F,49,London,C,18/05/1994,0,South East,Tin,0,11,4,3,29.79,33.81,20.58,10.81
4522915,F,42,East,D,05/01/1994,0,Midlands,Tin,1,7,5,7,24.08,32.91,22.3,15.52
4528972,F,,N West,F,01/07/1990,0,North,Tin,0,5,8,2,22.19,45.3,23.07,14.01
4529995,F,,London,D,28/01/1991,1200,South East,Silver,1,3,8,3,31.07,30.83,15.33,13.48
4531124,M,40,London,D,22/06/1993,3000,South East,Silver,0,9,5,2,31.44,19.72,29.78,5.42
4533801,F,36,Midlands,E,25/02/1994,480,Midlands,Silver,1,15,4,5,32.21,19.86,23.68,14.17
4535820,M,66,S & S East,F,16/07/1990,1600,South East,Silver,0,7,8,3,26.48,56.68,13.43,3.34
4536932,,32,Midlands,F,07/12/1993,0,Midlands,Tin,0,9,5,7,30.14,32,25.44,8.53
4538722,F,61,Midlands,D,02/08/1994,1000,Midlands,Silver,1,10,4,5,22.25,43.58,29.27,10.96
4539591,F,58,London,B,15/11/1989,3000,South East,Silver,0,9,9,1,24.08,33.3,26.34,11.38
4541359,U,66,N West,D,27/01/1994,0,North,Tin,0,9,5,6,12.71,31.23,11.42,14.26
4542460,F,42,N West,B,03/04/1991,6105,North,Gold,0,9,7,1,22.96,27.02,21.65,10.21
4542967,U,47,N West,D,01/03/1990,920,North,Silver,0,7,8,5,15.03,10.19,2.39,14.6
4544676,F,40,N West,D,22/03/1991,6105,North,Gold,0,7,7,1,33.66,25.14,24.31,10.43
4550560,F,36,London,C,01/05/1990,0,South East,Tin,1,15,8,8,20.94,19.66,25.46,9.46
4558251,,46,London,E,22/03/1994,0,South East,Tin,0,9,4,8,22.3,38.25,12.28,8.75
4558448,F,76,Yorkshire,C,09/06/1994,239542,North,Platinum,1,15,4,1,29.35,25.76,13.96,11.2
4596463,F,58,London,B,01/06/1990,0,South East,Tin,0,7,8,7,28.91,27.92,12.06,11.4
4597990,F,47,N West,F,07/03/1994,0,North,Tin,0,8,4,6,18.57,32.39,8.16,13.97
4599012,M,68,N West,E,20/02/1990,500,North,Silver,1,13,9,2,38.96,27.86,22.67,6.93
4600592,M,31,London,D,01/03/1991,0,South East,Tin,0,9,7,2,37.86,35.63,15.85,5.93
4600894,M,37,East,F,01/01/1990,0,Midlands,Silver,0,7,9,1,40.62,35.62,32.62,4.72
4602285,F,46,Midlands,E,01/05/1990,0,Midlands,Tin,0,10,8,7,21.58,26.11,16.5,8.77
4602528,F,37,East,E,04/02/1994,0,Midlands,Tin,1,16,5,4,32.5,34.13,15.09,9.96
4602749,M,62,London,B,01/11/1985,20173,South East,Platinum,0,8,13,2,21.64,37.45,25.66,3.8
4604415,F,47,East,D,01/03/1989,120,Midlands,Silver,0,8,9,3,22.85,39.53,11.38,13.94
4604938,M,36,East,D,08/03/1994,0,Midlands,Tin,0,7,4,7,22.94,26.33,23.31,5.33
4605861,M,,Wales & West,A,01/09/1987,240,Midlands,Silver,0,5,11,4,30.67,26.05,16.52,6.35
4610253,U,53,Wales & West,,18/01/1991,500,Midlands,Silver,0,6,8,5,17.87,5.91,3.98,5.02
4612981,M,65,Wales & West,D,13/02/1996,9000,Midlands,Gold,0,8,3,8,20,8.61,17.84,3.28
4617924,M,40,Yorkshire,E,24/10/1994,0,North,Tin,1,10,4,2,24.25,29.88,23.05,10
4618114,F,,N West,D,09/11/1987,0,North,Tin,0,10,11,1,31.37,32.49,15.1,10.73
4652800,F,34,Midlands,A,01/04/1990,0,Midlands,Silver,1,9,8,2,27.94,31.18,10.39,9.86
4658671,,66,C Scotland,A,03/01/1991,11400,Scottish,Gold,0,6,8,1,12.48,32.62,29.6,11.74
4670604,F,68,London,D,22/03/1994,6053,South East,Gold,0,7,4,1,35.31,43.5,13.06,10.35
4671791,F,64,Yorkshire,D,02/05/1997,10000,North,Gold,0,4,1,8,21.89,41.14,22.62,10.96
4673921,F,42,Midlands,E,01/04/1990,0,Midlands,Tin,1,8,8,8,25.2,27.28,16.63,14.39
4674928,F,69,London,E,10/03/1987,12000,South East,Gold,1,15,11,4,25.14,34.55,20.89,15.62
4679466,F,41,East,D,01/10/1991,0,Midlands,Tin,0,15,7,4,22.77,36.48,19.07,14.86
4701658,F,67,N East,B,13/03/1985,12900,North,Gold,0,6,13,8,8.86,28.04,24.16,10.93
4703049,F,27,Border,B,29/08/1995,2500,Scottish,Silver,1,8,3,2,19.06,21.91,30.14,15.1
4703154,F,70,London,A,11/08/1997,10000,South East,Gold,0,11,1,6,23.17,39.56,16.59,9.87
4704479,F,47,London,B,02/03/1994,5000,South East,Silver,0,,4,2,24.59,27.23,20.72,12.65
4704622,M,66,S & S East,A,26/05/1995,6000,South East,Gold,0,6,3,5,23.22,46.22,30.64,3.28
4704886,F,56,N West,D,01/07/1990,0,North,Tin,0,13,8,5,17.94,48.79,15.87,11.35
4705572,F,62,London,F,01/09/1990,0,South East,Tin,1,4,8,1,28.52,27.88,8.83,13.56
4711572,,58,Yorkshire,B,27/01/1986,400,North,Silver,0,7,13,6,33.66,25.85,5.49,13.6
4712498,U,75,S & S East,E,21/12/1987,10000,South East,Gold,0,6,11,4,0.81,4.52,27.21,1.93
4712951,M,73,London,B,26/04/1996,3000,South East,Silver,0,10,2,5,35.82,30.73,28.89,8.24
4713176,U,64,East,F,08/05/1997,480,Midlands,Silver,0,10,1,5,32.87,25.73,19.68,14.11
4713354,F,63,London,C,15/06/1995,13496,South East,Gold,0,,3,7,23.73,29.28,18.12,15.64
4713443,M,66,Midlands,A,25/05/1967,12000,Midlands,Gold,0,2,31,4,20.05,26.91,27.54,6.45
4714512,M,50,N West,B,29/08/1995,5000,North,Silver,0,6,3,7,14.51,48.55,13.66,8.76
4715519,,,Wales & West,E,20/11/1987,6000,Midlands,Gold,0,13,11,,33.51,37.37,6.43,9.27
4716396,M,31,S & S East,E,10/10/1988,50,South East,Silver,0,,10,4,19.9,43.06,15.1,7.3
4716639,F,35,N West,D,29/09/1994,6000,North,Gold,0,5,4,1,32.81,21.54,21.26,14.41
4718062,U,32,London,C,27/04/1996,35,South East,Silver,1,6,2,7,21.38,19.6,35.47,7.47
4718232,F,34,Wales & West,D,01/02/1992,0,Midlands,Tin,0,6,7,4,19.81,25.28,16.28,10.99
4718690,M,48,Midlands,C,13/03/1987,1300,Midlands,Silver,0,2,11,5,10.07,31.53,52.01,6.31
4719069,F,40,Wales & West,F,01/06/1994,0,Midlands,Tin,0,8,4,7,31.73,21.17,14.8,13.33
4720539,M,60,S & S East,B,01/06/1990,0,South East,Tin,0,6,8,5,30.06,36.41,6.82,6.53
4721101,M,60,London,B,07/11/1997,3000,South East,Silver,0,11,1,7,17.01,34.98,19.66,7.24
4723007,U,64,London,E,01/12/1986,9053,South East,Gold,0,4,12,6,13.37,28.66,9.11,21.37
4724798,F,54,S & S East,B,01/02/1986,6000,South East,Gold,0,9,13,6,17.08,38.63,27.24,13.95
4724895,M,61,Midlands,D,22/09/1995,20520,Midlands,Platinum,0,7,3,6,23.85,31.51,17.6,8.03
4725026,,66,S & S East,B,17/05/1990,0,South East,Tin,0,5,8,6,33.77,31.42,13.6,10.49
4725948,M,37,S West,D,20/09/1994,2700,South West,Silver,0,4,4,8,25.73,30.51,20.32,10.09
4728114,F,74,S & S East,A,11/08/1993,7000,South East,Gold,0,10,5,4,20.55,28.31,1.9,12.87
4728327,F,74,S West,E,22/01/1991,9043,South West,Gold,0,8,8,1,22.86,32.42,20.32,13.55
4730895,F,34,London,D,,0,South East,Tin,1,10,,8,28.86,19.73,31.59,13.77
4731328,M,31,Yorkshire,C,07/04/1997,420,North,Silver,0,8,1,2,20.96,48.74,29.41,5.5
4731530,M,51,East,D,10/12/1993,0,Midlands,Tin,0,10,5,5,25.75,51.48,19.1,9.18
4735552,U,47,East,F,28/10/1994,0,Midlands,Tin,0,9,4,7,27.98,10.41,11.8,8.05
4735676,F,36,Ulster,,01/02/1990,0,Midlands,Tin,1,6,9,6,24.52,40.53,27.54,13.41
4736532,F,58,London,B,24/02/1994,4000,South East,Silver,0,12,4,4,32.08,20.21,17.39,13.86
4736990,F,48,London,C,13/04/1994,4200,South East,Silver,0,3,4,8,22.12,37.3,13.84,12.86
4737466,F,65,London,C,02/06/1994,1500,South East,Silver,0,10,4,5,41.49,23.15,13.28,13.82
4739264,M,52,Midlands,F,10/11/1993,0,Midlands,Tin,0,8,5,4,23.82,32.22,15.35,3.77
4739590,,46,London,C,02/04/1993,6053,South East,Gold,0,,5,4,27.75,34.22,26.89,14.59
4740122,M,60,N West,C,04/11/1997,25000,North,Platinum,0,7,1,7,23.05,31.37,28.64,7.38
4747739,,63,Midlands,F,02/07/1993,0,Midlands,Tin,0,8,5,6,29.94,18.46,17.25,9.94
4747925,M,68,S West,B,20/02/1995,12133,South West,Gold,0,9,4,1,25.88,37.69,17.09,7.29
4748832,M,68,London,B,12/02/1991,6000,South East,Gold,0,11,8,7,23.04,20.53,29.04,7.68
4748905,M,72,Wales & West,C,04/03/1991,12211,Midlands,Gold,0,7,7,6,19.33,39.24,20.78,8.96
4750276,U,73,S West,B,16/10/1987,50,South West,Silver,0,1,11,6,31.55,10.55,18.18,5.03
4750934,,77,S & S East,D,15/02/1983,12000,South East,Gold,1,9,16,7,34.59,25.34,18.61,10.29
4751566,F,63,London,D,18/02/1994,1500,South East,Silver,0,12,5,7,28.77,22.92,19.06,8.07
4751884,F,64,London,E,15/05/1997,1500,South East,Silver,0,6,1,6,27.1,37.13,24.97,12.34
4753100,U,47,N West,F,15/06/1994,0,North,Tin,0,6,4,3,21.36,7.31,7.54,8.4
